questions,cal,eq,choice
7639483ca4e8ac37cbddb233aa78c0a4,True,False,eq
6505f44c54212d4c0659142d2e797192,True,True,cal
1c108343d307b81d8cbd5e0d1ec98ec3,False,False,cal
1a0f070776d3aacd00e8cac6d396a933,True,True,cal
d324d5b2a69f156a8726b51e22272564,True,True,cal
4f63fbc63e3e20cdf877aab9dc3b0022,True,True,cal
8d49aeaed5ae297e64858867d8c2cc85,True,True,cal
1eb9ee4befc92c0a5c65d0fbef1893d9,False,True,eq
9f44cadcce2a5bfd63bf3d52dd3ca974,True,True,cal
1e7ff3d9047145bbcdc76424fd50d541,True,True,cal
c2b0073087188fc0cbc8998428591ae9,True,True,eq
1120a1fb97416dbf83574051d6030bc0,False,False,cal
fdee57fd34919ff25695d10844d28fa8,True,True,cal
1c4400d86ab9c0b0ac77535326dd1e63,True,True,cal
bf8acf0dc345b3e3b829d1152ed4e3ab,True,True,eq
abfda42115bbfdf63ee28a4d782b2246,True,False,eq
c50e4ed030ff1a227504093e393964d9,True,True,eq
d19c41bb2c660fdf1060eaac6f51279a,True,True,cal
f7376ba6e81dcc94c44a74d2a96b9afd,True,True,cal
e5fe76980c8918fa44c7d955fb7d4b32,True,True,cal
a894dcd28b2f5a9c5c7fb90ad6afefdf,True,True,eq
dc67f802cdabf839701f89ba8a161d4f,True,True,eq
ccefb4ebbe62035f5d1b47e9526120d4,False,False,cal
66a8159f86c9f91bd63d77d7d969a019,True,True,eq
85af67a2fa48391c8f813c157e0bd7c9,True,False,eq
eee1a5bc6bd3335bb532ea34fa2cac32,False,True,eq
28078bd39064df323441319c842cc8f8,True,True,eq
72447ced1340f92db262b3529d1df23e,True,True,cal
4124eaf89923c454a37c890759a3ac29,True,True,eq
c190733646af92be200c16d5932645ac,True,True,eq
e8dc290993f3ec8f27a748ded78a588e,True,True,eq
354f91639067b68d5d95ec0e6a885df4,True,True,cal
acb65ec6f5166a58f54ef2380ed67e87,True,True,cal
dc14522dc3ef4860cbbad6f0497bf0f5,True,True,cal
2df39729946a68f84dc8c9aedb43b739,True,True,cal
33d4d4a0193cc53bbd07eedfda9b67e0,True,True,eq
87f1273e791eea638dd9c66d9dd7d3f1,True,True,cal
8984b26f0059740c5b66bdaf55f38f4f,True,True,eq
af142a96e8615c57717d2f8305de88aa,True,True,eq
a9f7c9ec65c006454ed3a16a61cd66f8,True,True,eq
58e5d8b7d7abebf3abc5f11eda9275ee,True,True,cal
e534840e05973f434f45bb6d7ec5cd3a,True,True,cal
ef0f06c191646b373873c0694d8695cf,True,True,eq
8f99a81a5df8e7283a00bfa083cef907,True,True,cal
70f065375e19294ffd00e49fda66a1a8,False,False,cal
1c0cc4a4834762ef97a8d56f77c649bb,False,False,eq
e34ba9d503399e543c567062ac1e9d0c,True,True,eq
914645aedbc84aee29a1da3d6f90cd09,True,True,eq
3f6341444d403bd79dbce9c9fc12d6a2,True,True,eq
dbc8f8b6b9a98c28b9f75a7f9b657305,False,False,cal
4569ccb1fa9993b7f1f3cf215b4f6f56,True,True,cal
64e7ca570db9c7470082354fa18020da,True,True,eq
edfda5e6e5c3493ef016c9c2a192b485,True,True,eq
eebfe6a5723003a5389300a0df91305a,True,True,eq
10ee6b712ad9af44374e4e9bdda12340,True,True,cal
ebd5b370c131faa1445d5530259cdf10,True,True,eq
e6ec41a497354074e045469d019d87cb,True,True,cal
5d1447f5555b297781345780e978f491,True,True,cal
52577bd24c29186fbf5e6f9231af91c4,True,True,eq
0d3492c7f3f2cae583c8f88cb60cf8f5,True,True,eq
f79738d824b75f7ac0ecfaa408f34efc,True,True,eq
dcada317bb39fa5963688bdc3a9e3ccf,True,True,eq
94522f7778cf327e76d46005ba495a4a,True,True,eq
9f908fe4b432676834d1fda3a1fe36c7,True,True,cal
2a46af996cb26fba41b9a90083745497,True,True,eq
f3e8310fb5babfb8ccff1109c0e77be5,True,True,cal
70c7b9f12975d8de953c35ebee1ea692,True,True,cal
48e498e71dd732f833578050d8176036,False,False,eq
1d44049caea8bc561ae5ea3951d28fc9,True,True,eq
2afb3eac9faeaa2e850898d1fdc85b26,True,True,cal
9fe3dec2d3cd1f3d0cdea11de0cbd718,True,True,eq
a971c3b4ae26f2961cb7799c04f03c9a,False,False,cal
82f105ac949345fd86505f6a0731d049,True,True,cal
956047cf48d8beddca013a1408bfb607,True,True,eq
06b65fa487b00e304f873b48805c1d52,True,True,cal
6cf7047b58ef9bfa82e49f3ee862cc2c,False,True,eq
dd7768e56222dea199fc0c823851db6c,True,True,cal
f57213a1a564a61ea85477e419722ecd,True,True,eq
4409973e48826e4a4c8ae22e5843b7c3,True,True,eq
8b6a7b3c16c0a8a6556635a9a0cf1742,True,True,cal
faff44a4fba2d6d515ec4091dd29e6c4,True,True,cal
765d68d3055c9af0fb1982bb85e51f64,True,True,eq
8a7f5272b957dd9b390ac2033ad5e77e,True,True,eq
801e90376fce9181b5609dcacf54fc42,False,False,eq
04c79392553e7d6a29ecbe0c97a7d835,True,True,eq
aca7be9c551e0cab6e996c37706b0ae9,False,False,eq
1327915eee8bfec9bdd71575c2403e15,False,True,cal
b8aa2495ada6d7e708ba46ef6c27ae08,True,True,eq
8f02a21d8018be58ddbcc6e15abd1cf2,True,True,eq
1dc064f2ab5105fe9e4d4019a24d11b6,True,True,eq
2e69f761a2932864ac161c7bdfcd32ae,True,True,cal
c2a7638a3ca45d2c48815556cded4af0,True,True,cal
752a0bbf8e68ce1c8dc6eb9123881634,True,True,cal
a3da62ef9b25295b78f8149352ef2047,True,False,eq
4007c33ae24db7f486f5db89d42bee59,True,True,eq
3d56b88a75d7f3435f6d3c24094ad69d,True,True,eq
f97a27820d29717706e3ff85c0b205fe,True,False,cal
8f1afc89cac8fbcbf736e74ad6efbea1,True,True,eq
4c532c0978136f8873bd8034dea8f378,True,True,eq
fa5a1e27cce1d39e8743b74a2d7bafa3,True,False,eq
44cdba355ebd8b51887838fce5fee219,True,True,cal
400731cfa565a30b16d2b2e6bd27093d,True,True,cal
d80524fc4d3ab08deb679907b86ce2de,True,True,eq
d13bded38c621bbcf729da41399b772c,True,True,cal
44232899d351de80e80ed0c5467408d4,True,True,eq
8277b2dd91ea9b2a6961815557484440,True,True,eq
7e1c8e3f2f00c7a4a8f1662584042fb2,True,True,eq
61ea59909fee479d8bf9bf3b9f811c19,True,True,cal
2f67179f04e294533ae5db79e4c3d9fe,True,True,eq
ae615f45f17778eb5bc26a83f6b9cee2,True,True,cal
8abcda88406bed1b21303bee0450fa5b,True,True,eq
d3861baae3831f2d651b0bcca930c004,True,True,cal
c64986778ad99cdb367d1e72d20b9baf,True,True,eq
b742c5006ba633fc11abe48670aa4485,True,True,eq
fcb11eb3629fb48958fae0547d87cd72,True,True,eq
55f2853b399e59b0c262b96de82c7358,True,True,cal
5d323ca381bffae8e0ce7f22adb8612a,True,True,eq
9f7d264fbb56b97380a406c334374455,True,True,eq
5c1aee6cdc200c049f2cf32af000943a,True,True,cal
114d0d45ef45d119dac71d0aec24efcd,False,False,eq
49de82fd337741a378d7ea65d8b6acdd,True,True,eq
935f306fc56d905cccb53dfb798af871,True,True,cal
3ecb30383be093154214faaf3e019e6b,False,False,eq
7ff740a294278b7cb3565e7dbb031861,True,True,eq
19798dd61dcc4523c7c297842ac6ad18,False,False,cal
d9ac5b0ed7d1f65930b07293f9c1b058,True,True,cal
9350530cbbe15a20fbd2a82a41e7426c,True,True,cal
1b39af2b28952a7b63780898315283e5,True,True,cal
b48ac6a2e8e8216f1a7f9d53d5487df8,True,True,eq
e0b82c6d29bd267edfb33f23c372998a,True,True,cal
8ed1385e32dccc2d2f64f358155673e1,True,True,eq
126ad6a4892f5a2a108c463b250389f6,True,True,cal
660986022813a9ad433e829a5ca8b831,True,True,cal
1ec9a1ac45128906bb3b5366c30e96fd,True,True,cal
3422ae3a7d2a5c3f68f19bf61c31c06f,True,False,cal
eedfa48b32365c94a7add97564f49846,True,True,eq
dcfe9a252293913ef2d3484636d96271,True,True,cal
d564a83aaf0faccdd9b1016c9a4bc288,True,True,cal
7b7a11514babc8d1d62ab521a208bfba,True,True,cal
aea6ff4aabf20bdf184b02553ef8ced0,True,True,eq
db212ad053e725498c1237009aa1dd05,True,True,cal
db40e218a95c6e55b39b46f8afd4b90a,True,True,eq
7ea4d43cb3dff9e8462fb46d99067b95,True,True,cal
a7214036fc765d34dff07f38e1cc11b2,True,True,eq
0b883857b72d093b78df06c99a16e406,True,True,cal
4942d2bb2c96171b734d9038e14408f7,True,True,cal
93ba582f4fb9069d1a21a2d9e1f954ec,True,True,eq
0436add06cd74b9b02557cb8d245ff1c,False,False,eq
32e70eb0720886ce03a67a853695e8a8,True,True,eq
0e17fcac1464f83d9e79bc94b2b53880,True,True,cal
af4935406c2b439d06011a68d94e913e,True,True,eq
4b0ab4bbff8af9784a8adb78d1b65607,True,True,eq
13c48510d8fb666cfc22c0bd053b3e99,True,True,eq
e5a969552af356c61643b6a0f9e4b217,False,False,eq
1ad3df36d357b716c6407c120c6b4257,True,True,eq
6a68a4f3703867cb8f465d2259bed6ec,True,True,eq
f6979da2089146a1d5fde42d888a67c2,True,True,cal
044f327feba92d6ef80d74e524a3c934,False,True,eq
862f63307aaaa50bd737a24fd021da33,True,True,eq
40fc2a0a8e9adca74eccdd81fa1c0bfe,True,False,eq
e4e5a3352cfad5ae5c1f6a0306b1cb3b,True,True,eq
cd323653b4ec286348dbd5aed32000c7,True,False,cal
1a68e51b3fd6e360ff01ec8cd2190a5c,False,False,eq
6277acd5682981a56bf22f302765eaef,True,True,eq
546f72d7446f82da67dbf7534de8fa0b,True,True,cal
38223167b8cb6c9040418345113264e6,True,True,cal
0f154764cd125b7140da80eba444e5b8,True,True,eq
45011365ab4834129bf6940a773932c1,False,False,eq
161c96b1b1e140920d5b143378fd4b57,True,True,eq
2a1d236fbf71accf8286df268f30dee3,True,True,cal
af180999d3a2a07fc7057f9165aa3bff,True,False,cal
d98ccf0a63e3dfd406ce5a7dbf08c0a8,True,True,eq
89bdb310bbd576fa90a9794218aeb612,True,True,eq
32bfd7b7b0e94a69f979363786c79c06,True,True,cal
cb1bee58eb6c43fe23fd2f646bb5c048,True,True,eq
b25e3a5fc0ce3d38d9f818cf4c549310,True,True,eq
8a1eaa4bc003761b34d51f495ba85e9a,False,False,eq
5e0233961b9a531f216aad1f0602ffae,True,True,cal
3d42fe19bcaef3fc9ad5e7d490b6602c,True,False,eq
e58bd7620d97bd8d6a9dce454c7bee0d,True,True,eq
8e5a7f4c69df63f47523aa9786f6feb0,True,True,cal
eb18cacd441c4167570df76bc76ed38f,True,True,eq
07d75a57c2daf3c317bca79912263365,True,True,cal
aac6349ca794b77a710de6e8ab85320c,True,True,cal
ca9c4366cf2b5e4e0c0f1af5313c7fb2,True,False,eq
a5debbe72e78315bb6e661005db9fca6,True,True,eq
e392854984b539516e637da6c4ea22a2,True,True,cal
e44c3dcc2528b811d36a995854874429,True,True,cal
95772962515b96f9627b849b0882a4f3,True,True,eq
a325208eca5b12abc427311aa69a880f,True,True,cal
64537fbb3cddcbe95354854b9c4541d0,True,True,eq
80f46b99f9c6767b447f73d6cdc67cca,True,False,cal
d7f1bee39d1d57258b0996e98bd61680,True,True,cal
300ceb40104a4597917a9ee80e1fd2f3,True,True,cal
80f0cfaaacc92367d004ca29ca702fd1,False,True,eq
64d9ec3365bd7e1a31d3bfc88ed65f07,True,True,cal
f9c760d035c28775ebfe82653c3a4d0d,True,True,cal
c43c69e35a55660e44595b634d79c456,True,True,eq
00a7b93f86f43f7b44410e52e685b736,True,True,cal
5a7bc2887a51afe064484c03dc6ceb48,True,True,eq
15192bca3859a017155811a6b2bd9199,True,True,cal
a6053671bbbfbc6e917765dcfeea0dc2,True,True,cal
0e25997ed3b2b538f98f9677eb34ea99,True,True,cal
5d41a56ef1abcbee2113fee84a7bef4f,True,True,eq
850dee2e89c69f4c13b67d8fe7cbcf61,True,True,cal
68accb35fa5ec0170a33b3702cdabc07,True,True,cal
319ad713671941a60f79a8b4f493de3b,False,True,cal
5898f23783679a138e7b712023a59136,True,True,eq
330a6d41c2f635a96630ea2a71bdc054,True,True,cal
3494b5b222bcf0302378d29ef3442e5a,True,True,cal
06eab881d8b6895abce653e92dde25c2,False,False,cal
454f2c5739931d4282fcdf5f53e6bd83,True,False,cal
e1855c7e853b61577bd7daaebe6b0541,True,True,cal
1b53d49a08d0606d426825e7ab5b0b9a,True,True,eq
6ef3aac93b4a79ec2b0eb6ba7b0234a9,True,True,eq
8670766f1c119e0aa07027edf4c2bf99,True,True,eq
fa23f6fc6fc9732c0adb6e65f149eef6,True,False,eq
9f95c9064a9098be1cd0f6805d3a7ec2,True,True,cal
47e0cef2297e8f08e13f1b2e1fa2df3e,False,False,cal
d7394d8cc86bc916ee466aae18f1565f,True,True,cal
a16a99cd2b8e34c07fdb275ef33416d6,True,True,cal
11a707af7d6886d9fc8736ec45360c63,True,True,eq
fec2ea36f765c19865b1c521605b83e8,True,True,eq
cd8c3e49ad8d554e3dd72646a3e380fa,True,True,eq
ee0028669589d96041201942939384f6,True,True,cal
f0408694f7768ca4d7c888e2779feb21,False,True,eq
d9942e54b6a6f32f997f9ef0bb41ac24,True,True,cal
1120e1762ef920e7172b2760bddbddb7,True,True,eq
b17331da0e058fe9115741c35e6e94a2,True,True,eq
b0d4cbe56bcd92f0665514dcb8ee5d83,True,True,eq
b7f2f54b1e76ac9bb4111519c55cbee9,True,True,eq
3d223ea3f64688fe5e8b4e918cc66837,True,True,cal
47f691127877ece12bddc158bcc001fa,True,True,eq
5b363abd152743d85a7e8d502069a8a6,True,True,cal
00ed464ac2613f1407b11774ab0ded71,True,True,cal
5b49fac0fb0f4acc12263be5aafdf8ba,True,True,cal
a9702f0c8259157e34122c944f0927c0,True,True,eq
7736803f56dc00d7086d9c4941af80a3,True,True,eq
aee90b4f9533faba737c025a1f1802ee,False,True,eq
07d5e8fb0c984b4371e96958bc1ad1b8,True,True,eq
54ce34b64c02c9bb3389c01e2f558ab0,False,True,cal
c72c5f8242a97f92345d87c624b7179d,False,False,eq
280c0ab4aea715c808c929468e22435c,True,True,cal
4077a8616fbfad7b578655e071bb0ce3,True,True,cal
9c822a37acfb0b6f8fa91bb5a7177e5c,True,False,cal
5b1b4fb0d26b050eeb895eca4e74005d,False,True,cal
ff099db289d2580262461f18d422abe4,True,True,eq
4e5e9c9592d409883707cd71503f0aba,True,True,eq
18dd35b1d523dd820780074c8e924073,True,True,eq
8a8f84d9202c8cd7bb316a6b57db7b31,True,True,cal
4bc9ca24091452ceaf1771a2383e4d02,True,True,cal
e3a1e4c961034c25b932459d353ce8c7,True,True,eq
38f8e11408f4174cfa4efda2147c8037,True,True,eq
8e236c081d3e89490e6b1ff90c675443,True,True,eq
e27ffcc96208d0ece0f90e9fee703cd7,True,True,cal
2398c54179fa6390a281c16f31a2c31f,True,True,eq
4a6fb086326da86fcaab21c036464045,True,True,cal
fe1993fe25d8a91331d16a68459b244f,True,True,cal
c11656c9ae85736c59927a31e65b31dc,True,True,cal
18299602246b8d640bb5e13e54d3ac4d,True,True,eq
4d059c15a060704edfed83fb963a5c7a,True,True,eq
eb6d870c871c9823d4d8f8fbad36ccdd,True,True,eq
83f631d764f652dfa53a784e0c279de4,True,True,eq
5aec732355a9508c2eb7e9e7dcbbb04b,True,True,eq
398e443e3b9b6fa8cf859e3f1a117bd0,True,True,eq
6373e7b635a10c1cb50a16449de3f3ad,True,True,eq
e704b074f0fc60c35a01be825403cb0e,True,True,eq
e7ebb34032dd895a90eafea9b2a65677,False,True,eq
02233e8b20a445a7ac20445387152c76,True,False,eq
40aedaf082057fafb22abf93346cf417,True,True,cal
5dbe06d3fe2a36de8624f3e4967fdcb9,True,True,cal
82d04a0d249b137e6a489115cbd6691f,True,True,cal
121c2c6e6083fe83c47bbeed0880097d,True,True,cal
c9c032c6cf348c3da4b2ab24d4748b38,False,True,eq
4818065f634cbe8d570c52654caeeedc,False,False,eq
bece859411fc1be815e7a5b74838013b,True,True,cal
64ff2e8445eb021c156b1613e10d1472,True,True,cal
c64c29386bcdb0e1706e81a51b3c51d9,False,False,eq
adaf9363a97e74ff1914d466e15e126d,True,True,eq
bf676cad883b810f33465c689fc5828d,True,True,eq
ce40a8682ae89ec125915d4d9a0ca5db,True,True,eq
035b0fbd8f8d22f326c6934785d9d011,True,True,cal
16066b4a0b250fe8cb7fb55d42b37440,False,False,eq
a23e7510c3083d6b08c4ef1d4240e02e,True,True,eq
81a51da97bdfca092f1b4b3694fdf068,True,False,eq
06b6e2391cc20e9c6c89e7c4149fdd32,True,True,cal
be6ed8ea211a041b2bb2a80312eb30c4,True,True,eq
9d1fd218b67c0031f6b3390dd0cd2048,True,True,eq
62871d1d5da0cbe23c11bb11ff1eba05,True,True,eq
91de7fbe9228003a46b8e8180415567b,True,True,cal
3737859ee068d02945d64178d58f52ed,True,True,eq
fa48e32d899cbd8134b4c44c1a9a8537,True,True,cal
cdac8cedd48be5f5b428ce1c0859b628,True,True,eq
b5bc711523f72dd3d2c0fc748ecade1c,True,True,eq
eaf1db0dc0634103b3761105de416db2,False,False,eq
9583569f1a3a3fbea0cbeb04aa64f2fb,True,True,eq
b23f1363282bfdce24192cbb110bd31a,True,True,cal
11ed480a9ba09cdcf42c8ffb45d12fb1,True,True,eq
251467e50fd09200ebcaf94ae3dfa483,True,True,cal
f7bab6a177e8d333d5077d3e9c14ebfd,True,True,cal
965849b91030872be2e53562cf766f13,True,True,cal
693bdc0f9657b027c36312042d635ede,False,False,eq
9dcafb6e66e2ded694b95a4fde50158d,False,False,cal
6da7932c4628490a255cb3aa1bfa0f9e,True,True,cal
697d3e087e47b67d87d7d3e78a1e31e0,True,True,eq
0955a84245ff16c4d54274d69ebcd1bf,True,True,cal
d99de2492c5cf4d2ba4844805b72c51e,True,True,eq
c8b2e17484a65062276fcff615c56949,True,True,eq
ff1155523d8ad10ef6d61fc6651bb8bb,True,True,cal
aa1169d59b9615f45d530c331a55f9b5,True,True,cal
c96fbacf399cf8f46d1b0effd2a5e251,False,True,eq
d3af6086a6a83a0bdd7110986d520afa,True,True,eq
87c0c7762394066ad7c5cba23587d81e,True,True,eq
88433dfc413e6b40afa5bc059e0928f7,True,True,eq
4566e936177db4302ad826de00b7c83d,True,True,cal
e07af041df99ba3a33b52a02b26ebbb5,True,True,cal
49ce5bf3c43d93101c70de96093d3c66,True,True,cal
937e4e037c5e10f8159a976deb3d5949,False,False,eq
15d69373b451ba9f9136d95f54250aec,True,True,eq
bb59a7755ef5cc87af3fe017fa34d254,True,True,cal
9c4ee808f76088a96a70b4f6cfa876c8,True,True,eq
f931e637824c811907e748d7b171e0e2,True,True,cal
7d22f0fa7eec91260869d3f66e204acc,False,True,eq
530f7e73854dfe5b81d4ed7b4167202a,True,True,cal
cb22c3705fd6e529202d365fedef7f7c,True,True,eq
38b9d38e7888dcb3fb2d64a53a02cd3c,False,False,cal
492691332dfe3c6ce03c04940d6b3345,True,True,cal
4cb21fee4a029dbc1c96a878f63d8092,True,True,eq
3c5fbfa119178fff0419c148174c109a,True,True,eq
dc69e49b4537c1ce88f4d376a115a8aa,True,True,cal
e79a11f11acb791bbbb8bcde5eb5e0b8,True,True,cal
a38f1c57f82249563045feac61abfe73,True,True,eq
a5aacc3a0910439aae5f822c7d36c0c6,True,True,eq
a5bea516ba5acb9b4f029a5c8dce399e,True,True,cal
f64fa397f7e85697ee3e4ba34fcde7f2,True,True,cal
17727a5be717444391e2f227cdef561d,True,True,cal
c44b75f91a2308c6ab87ed63787cdc0b,False,True,eq
bec9d07cdec53e0fbd05eee2579c1545,True,True,cal
675a7e50bf0eeccdf6c6814ff6fa2f90,True,True,cal
7b218dd13836b25715044ee470f921e9,True,True,cal
8e7a5eb3bccd980ce23fc320af646251,True,True,cal
e7cf19856fdd776aa8b1b185a8acd993,True,True,cal
2e48129fd4f92416082f565bc0ea7c1b,True,True,eq
a3fa79734e230d3f977a6deac2444603,False,True,cal
db0e1f7a176c3bd32c8b1ae00bd7879f,True,True,eq
87f8b9ac0a94bee8c9b48dc6c450ce43,True,True,cal
2b7a3eb47510d6cb6581d806b605438c,True,True,eq
ec7de5140188e4c50fb83ca3dd77464c,True,True,eq
3105d175f17bcc522a996196af04754a,False,True,eq
be03ad357b9ada5c45bd22021d01a58d,True,True,eq
459038c4f0a30e5448c658741ad88516,True,True,eq
1a216166036e58cf3abc5ad7b7a7b3ea,True,True,eq
b10d54ee7901e36b41768ec79abeedd6,True,True,eq
8a0444b8dc22e53cc06113fff8202903,True,True,eq
dc72d2f31bf8b34d16c9afbc211386b5,True,True,eq
5e625d34cd67edef6aec7a6706643333,True,True,cal
48ae924184579bf6eb156cee71a16f56,True,True,cal
